"","gene","name","geneid","NCBI"
"3796","FNBP1L","formin binding protein 1 like",424495,"XP_015146206.1"
"3797","FNBP4","formin binding protein 4",426631,"XP_015141786.1"
"3798","FNBP4","formin binding protein 4",426631,"XP_015141787.1"
"3799","FNDC1","fibronectin type III domain containing 1",421589,"XP_015139799.1"
"3800","FNDC3A","fibronectin type III domain containing 3A",418863,"XP_015131097.1"
"3801","FNDC3B","fibronectin type III domain containing 3B",424984,"NP_001239253.1"
"3802","FNDC4","fibronectin type III domain containing 4",421981,"XP_419991.3"
"3803","FNDC5","fibronectin type III domain containing 5",419667,"XP_015153349.1"
"3804","FNDC7","fibronectin type III domain containing 7",424339,"XP_004943153.1"
"3805","FNDC9","fibronectin type III domain containing 9",100857510,"XP_015149385.1"
"3806","FNIP1","folliculin interacting protein 1",427642,"NP_001034403.1"
"3807","FNTB","farnesyltransferase, CAAX box, beta",100857683,"XP_003643828.3"
"3808","FOCAD","focadhesin",427233,"NP_001182532.1"
"3809","FOLH1","folate hydrolase 1",419011,"XP_417205.3"
"3810","FOLR1","folate receptor alpha",395638,"XP_015136396.1"
"3811","FOS","Fos proto-oncogene, AP-1 transcription factor subunit",396512,"NP_990839.1"
"3812","FOSL2","FOS like 2, AP-1 transcription factor subunit",421416,"NP_001039301.1"
"3813","FOXA1","forkhead box A1",101752179,"XP_004941979.2"
"3814","FOXA2","forkhead box A2",395539,"NP_990101.1"
"3815","FOXC1","forkhead box C1",395856,"NP_990337.1"
"3816","FOXC2","forkhead box C2",396039,"NP_990469.1"
"3817","FOXD1","forkhead box D1",396109,"NP_990523.2"
"3818","FOXD3","forkhead box D3",395794,"NP_990282.1"
"3819","FOXF2","forkhead box F2",100857760,"XP_015137672.1"
"3820","FOXG1","forkhead box G1",396110,"NP_990524.1"
"3821","FOXI1","forkhead box I1",427613,"XP_425185.1"
"3822","FOXJ1","forkhead box J1",770009,"XP_015150800.1"
"3823","FOXJ2","forkhead box J2",418259,"XP_015148346.1"
"3824","FOXK1","forkhead box K1",395463,"XP_015149846.1"
"3825","FOXK2","forkhead box K2",107049008,"XP_015150749.1"
"3826","FOXK2","forkhead box K2",427798,"XP_015150750.1"
"3827","FOXL2","forkhead box L2",503512,"NP_001012630.1"
"3828","FOXM1","forkhead box M1",430534,"XP_015148147.1"
"3829","FOXM1","forkhead box M1",430534,"XP_015148151.1"
"3830","FOXN1","forkhead box N1",417570,"XP_015151544.1"
"3831","FOXN2","forkhead box N2",421288,"NP_001034373.2"
"3832","FOXN3","forkhead box N3",423402,"XP_015143227.1"
"3833","FOXN4","forkhead box N4",416898,"NP_001076828.1"
"3834","FOXO1","forkhead box O1",374231,"NP_989659.1"
"3835","FOXO3","forkhead box O3",421769,"XP_001234496.4"
"3836","FOXO4","forkhead box O4",428703,"XP_015134143.1"
"3837","FOXP1","forkhead box P1",416092,"NP_001019998.1"
"3838","FOXP1","forkhead box P1",416092,"XP_015148606.1"
"3839","FOXP2","forkhead box P2",769935,"XP_015137815.1"
"3840","FOXRED1","FAD dependent oxidoreductase domain containing 1",396027,"NP_990460.1"
"3841","FOXRED1","FAD dependent oxidoreductase domain containing 1",396419,"NP_990769.1"
"3842","FOXRED1","FAD dependent oxidoreductase domain containing 1",419712,"XP_417855.2"
"3843","FOXRED2","FAD dependent oxidoreductase domain containing 2",418054,"XP_001234652.1"
"3844","FOXS1","forkhead box S1",428156,"XP_425714.3"
"3845","FPGS","folylpolyglutamate synthase",417227,"XP_015135197.1"
"3846","FPGT","fucose-1-phosphate guanylyltransferase",100533998,"NP_001191744.1"
"3847","FRA10AC1","FRA10A associated CGG repeat 1",423803,"XP_015144342.1"
"3848","FRAS1","Fraser extracellular matrix complex subunit 1",422506,"XP_420470.4"
"3849","FREM1","FRAS1 related extracellular matrix 1",427355,"XP_004949158.2"
"3850","FREM2","FRAS1 related extracellular matrix 2",418893,"XP_417087.4"
"3851","FREM3","FRAS1 related extracellular matrix 3",425372,"XP_003643031.2"
"3852","FRG1","FSHD region gene 1",422726,"XP_420681.1"
"3853","FRK","fyn related Src family tyrosine kinase",421747,"XP_419779.3"
"3854","FRMD1","FERM domain containing 1",421562,"XP_419603.4"
"3855","FRMD3","FERM domain containing 3",427452,"XP_003643086.1"
"3856","FRMD4B","FERM domain containing 4B",426071,"XP_423748.2"
"3857","FRMD5","FERM domain containing 5",415576,"XP_004943997.1"
"3858","FRMD5","FERM domain containing 5",415576,"XP_413944.3"
"3859","FRMD6","FERM domain containing 6",428930,"XP_004936575.2"
"3860","FRMD7","FERM domain containing 7",428710,"XP_015133931.1"
"3861","FRMD8","FERM domain containing 8",107051366,"XP_015130470.1"
"3862","FRMPD1","FERM and PDZ domain containing 1",100859250,"XP_003643153.2"
"3863","FRMPD2","FERM and PDZ domain containing 2",423777,"XP_015143916.1"
"3864","FRMPD3","FERM and PDZ domain containing 3",428699,"XP_015133842.1"
"3865","FRMPD4","FERM and PDZ domain containing 4",418640,"XP_416838.4"
"3866","FRRS1","ferric chelate reductase 1",429082,"XP_004936613.1"
"3867","FRRS1L","ferric chelate reductase 1 like",420961,"XP_015137835.1"
"3868","FRS2","fibroblast growth factor receptor substrate 2",417845,"NP_001186555.1"
"3869","FRS3","fibroblast growth factor receptor substrate 3",419923,"XP_004948488.1"
"3870","FRY","FRY microtubule binding protein",418915,"XP_015134073.1"
"3871","FRYL","FRY like transcription coactivator",422765,"XP_015140987.1"
"3872","FRZB","frizzled related protein",395545,"NP_990103.1"
"3873","FSBP","fibrinogen silencer binding protein",770634,"XP_001233122.1"
"3874","FSCN1","fascin actin-bundling protein 1",416485,"NP_001171603.1"
"3875","FSCN2","fascin actin-bundling protein 2, retinal",429198,"NP_001171209.1"
"3876","FSD1L","fibronectin type III and SPRY domain containing 1 like",427302,"XP_424884.2"
"3877","FSD2","fibronectin type III and SPRY domain containing 2",427503,"XP_004943875.1"
"3878","FSHB","follicle stimulating hormone subunit beta",374108,"NP_989588.1"
"3879","FSHR","follicle stimulating hormone receptor",395962,"NP_990410.1"
"3880","FSIP1","fibrous sheath interacting protein 1",423286,"XP_015143418.1"
"3881","FST","follistatin",396119,"NP_990531.1"
"3882","FSTL1","follistatin like 1",395349,"NP_989969.2"
"3883","FSTL3","follistatin like 3",770427,"XP_001233761.2"
"3884","FSTL4","follistatin like 4",395163,"XP_015149475.1"
"3885","FTCD","formimidoyltransferase cyclodeaminase",395726,"NP_990234.1"
"3886","FTH1","ferritin heavy chain 1",395970,"NP_990417.1"
"3887","FTL","ferritin light chain",378899,"NP_989714.1"
"3888","FTO","FTO alpha-ketoglutarate dependent dioxygenase",415718,"NP_001172076.1"
"3889","FTSJ1","FtsJ RNA 2'-O-methyltransferase 1",107051162,"XP_015130302.1"
"3890","FTSJ3","FtsJ RNA 2'-O-methyltransferase 3",419943,"XP_015154800.1"
"3891","FUBP1","far upstream element binding protein 1",424551,"XP_015146316.1"
"3892","FUBP3","far upstream element binding protein 3",417184,"NP_001006199.1"
"3893","FUBP3","far upstream element binding protein 3",417184,"XP_015134939.1"
"3894","FUCA1","alpha-L-fucosidase 1",419687,"XP_417835.2"
"3895","FUCA2","alpha-L-fucosidase 2",421668,"XP_419707.3"
"3896","FUNDC1","FUN14 domain containing 1",418558,"NP_001263292.1"
"3897","FUNDC2","FUN14 domain containing 2",422200,"XP_420194.1"
"3898","FURIN","furin, paired basic amino acid cleaving enzyme",395457,"NP_990046.1"
"3899","FUS","FUS RNA binding protein",414144,"NP_001001531.1"
"3900","FUT4","fucosyltransferase 4",428092,"NP_001026658.1"
"3901","FUT7","fucosyltransferase 7",427782,"XP_015135100.1"
"3902","FUT8","fucosyltransferase 8",423178,"XP_015142485.1"
"3903","FUT9","fucosyltransferase 9",771133,"NP_001072970.1"
"3904","FUT10","fucosyltransferase 10",395073,"NP_989761.2"
"3905","FUT11","fucosyltransferase 11",395071,"NP_989759.1"
"3906","FXN","frataxin",427244,"XP_424827.3"
"3907","FXR1","FMR1 autosomal homolog 1",424968,"XP_015146906.1"
"3908","FXYD2","FXYD domain containing ion transport regulator 2",419770,"NP_001289113.1"
"3909","FXYD6","FXYD domain containing ion transport regulator 6",770406,"NP_001074348.1"
"3910","FYCO1","FYVE and coiled-coil domain autophagy adaptor 1",428453,"NP_001039304.2"
"3911","FYN","FYN proto-oncogene, Src family tyrosine kinase",396294,"XP_015139990.1"
"3912","FYTTD1","forty-two-three domain containing 1",424921,"XP_015146893.1"
"3913","FZD1","frizzled class receptor 1",374062,"NP_001025508.1"
"3914","FZD3","frizzled class receptor 3",395572,"NP_001258869.1"
"3915","FZD4","frizzled class receptor 4",373887,"NP_989430.1"
"3916","FZD6","frizzled class receptor 6",378788,"NP_001258860.1"
"3917","FZD7","frizzled class receptor 7",374060,"NP_989552.1"
"3918","FZD8","frizzled class receptor 8",374059,"XP_418566.5"
"3919","FZD9","frizzled class receptor 9",373886,"NP_001263212.1"
"3920","FZD10","frizzled class receptor 10",373885,"NP_989429.1"
"3921","FZR1","fizzy and cell division cycle 20 related 1",395297,"XP_015155150.1"
"3922","G2E3","G2/M-phase specific E3 ubiquitin protein ligase",423305,"NP_001012918.1"
"3923","G3BP1","G3BP stress granule assembly factor 1",416265,"NP_001006150.1"
"3924","G3BP2","G3BP stress granule assembly factor 2",422576,"XP_420536.2"
"3925","G6PC2","glucose-6-phosphatase catalytic subunit 2",424171,"XP_003641696.1"
"3926","G6PC3","glucose-6-phosphatase catalytic subunit 3",100859356,"XP_015128783.1"
"3927","GAA","glucosidase alpha, acid",416462,"XP_015149821.1"
"3928","GAB1","GRB2 associated binding protein 1",422456,"XP_420422.2"
"3929","GAB2","GRB2 associated binding protein 2",419027,"XP_004938986.2"
"3930","GAB3","GRB2 associated binding protein 3",428717,"XP_004940877.1"
"3931","GABARAPL1","GABA type A receptor associated protein like 1",769118,"XP_001231888.1"
"3932","GABARAPL2","GABA type A receptor associated protein like 2",770240,"XP_001232689.1"
"3933","GABBR2","gamma-aminobutyric acid type B receptor subunit 2",420979,"XP_015137885.1"
"3934","GABPA","GA binding protein transcription factor subunit alpha",418478,"NP_001007859.1"
"3935","GABPB1","GA binding protein transcription factor subunit beta 1",415453,"NP_001012640.1"
"3936","GABRA1","gamma-aminobutyric acid type A receptor subunit alpha1",374214,"NP_989649.1"
"3937","GABRA2","gamma-aminobutyric acid type A receptor subunit alpha2",770511,"XP_015140969.1"
"3938","GABRA3","gamma-aminobutyric acid type A receptor subunit alpha3",422289,"XP_004940786.1"
"3939","GABRA4","gamma-aminobutyric acid type A receptor subunit alpha4",422770,"XP_420724.2"
"3940","GABRA5","gamma-aminobutyric acid type A receptor subunit alpha5",418684,"XP_004938524.1"
"3941","GABRB3","gamma-aminobutyric acid type A receptor subunit beta3",396290,"NP_990677.1"
"3942","GABRD","gamma-aminobutyric acid type A receptor subunit delta",770710,"XP_001234041.2"
"3943","GABRE","gamma-aminobutyric acid type A receptor subunit epsilon",396173,"NP_990576.1"
"3944","GABRG1","gamma-aminobutyric acid type A receptor subunit gamma1",422771,"XP_420725.2"
"3945","GABRG2","gamma-aminobutyric acid type A receptor subunit gamma2",396289,"XP_015149124.1"
"3946","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3",770097,"XP_001233421.2"
"3947","GABRP","gamma-aminobutyric acid type A receptor subunit pi",416174,"XP_004944832.1"
"3948","GABRQ","gamma-aminobutyric acid type A receptor subunit theta",396288,"NP_001161175.1"
"3949","GABRR1","gamma-aminobutyric acid type A receptor subunit rho1",428632,"XP_426190.2"
"3950","GABRR3","gamma-aminobutyric acid type A receptor subunit rho3 (gene/pseudogene)",430981,"XP_015153516.1"
"3951","GAD1","glutamate decarboxylase 1",395743,"NP_990244.1"
"3952","GAD2","glutamate decarboxylase 2",395395,"XP_015137540.1"
"3953","GADD45A","growth arrest and DNA damage inducible alpha",693255,"NP_001038143.1"
"3954","GADD45B","growth arrest and DNA damage inducible beta",429929,"NP_001038131.1"
"3955","GADL1","glutamate decarboxylase like 1",100857134,"XP_004939481.1"
"3956","GAK","cyclin G associated kinase",427291,"XP_424873.4"
"3957","GAL","galanin and GMAP prepropeptide",423117,"NP_001138861.1"
"3958","GAL3ST2","galactose-3-O-sulfotransferase 2",424854,"NP_001264360.1"
"3959","GAL3ST4","galactose-3-O-sulfotransferase 4",429133,"XP_426689.3"
"3960","GALC","galactosylceramidase",423394,"XP_421304.4"
"3961","GALE","UDP-galactose-4-epimerase",419686,"XP_417833.3"
"3962","GALK1","galactokinase 1",417373,"XP_415629.4"
"3963","GALK2","galactokinase 2",415596,"NP_001025728.1"
"3964","GALM","galactose mutarotase",426268,"XP_003640983.2"
"3965","GALNS","galactosamine (N-acetyl)-6-sulfatase",415848,"XP_414208.1"
"3966","GALNT1","polypeptide N-acetylgalactosaminyltransferase 1",420955,"NP_001006381.1"
"3967","GALNT2","polypeptide N-acetylgalactosaminyltransferase 2",421540,"XP_015139872.1"
"3968","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3",424177,"XP_015145234.1"
"3969","GALNT5","polypeptide N-acetylgalactosaminyltransferase 5",424324,"XP_422169.5"
"3970","GALNT6","polypeptide N-acetylgalactosaminyltransferase 6",429501,"NP_001026749.1"
"3971","GALNT7","polypeptide N-acetylgalactosaminyltransferase 7",422561,"XP_015132026.1"
"3972","GALNT9","polypeptide N-acetylgalactosaminyltransferase 9",416796,"XP_415088.2"
"3973","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10",416260,"XP_004944993.1"
"3974","GALNT11","polypeptide N-acetylgalactosaminyltransferase 11",420436,"XP_015136720.1"
"3975","GALNT12","polypeptide N-acetylgalactosaminyltransferase 12",420978,"XP_015137882.1"
"3976","GALNT13","polypeptide N-acetylgalactosaminyltransferase 13",424319,"XP_004943110.1"
"3977","GALNT14","polypeptide N-acetylgalactosaminyltransferase 14",421305,"XP_419370.3"
"3978","GALNT15","polypeptide N-acetylgalactosaminyltransferase 15",420642,"XP_418741.4"
"3979","GALNT16","polypeptide N-acetylgalactosaminyltransferase 16",423263,"XP_001231965.2"
"3980","GALNT18","polypeptide N-acetylgalactosaminyltransferase 18",423034,"NP_001186513.1"
"3981","GALR1","galanin receptor 1",428512,"NP_001121534.1"
"3982","GALR2","galanin receptor 2",770030,"NP_001121535.1"
"3983","GALR3","galanin receptor 3",427904,"NP_001124057.1"
"3984","GALT","galactose-1-phosphate uridylyltransferase",431509,"XP_429060.4"
"3985","GAMT","guanidinoacetate N-methyltransferase",770737,"XP_015155460.1"
"3986","GAN","gigaxonin",430553,"XP_428110.3"
"3987","GANC","glucosidase alpha, neutral C",423232,"NP_001186594.1"
"3988","GAP43","growth associated protein 43",427955,"NP_001291983.1"
"3989","GAPDH","glyceraldehyde-3-phosphate dehydrogenase",374193,"NP_989636.1"
"3990","GAPVD1","GTPase activating protein and VPS9 domains 1",417095,"XP_015134893.1"
"3991","GAR1","GAR1 ribonucleoprotein",422697,"XP_004936012.1"
"3992","GARNL3","GTPase activating Rap/RanGAP domain like 3",417087,"NP_001025847.1"
"3993","GARNL3","GTPase activating Rap/RanGAP domain like 3",417087,"XP_015134861.1"
"3994","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",395315,"XP_015154703.1"
"3995","GAS1","growth arrest specific 1",770168,"XP_004949280.1"
"3996","GAS2","growth arrest specific 2",422970,"NP_001186399.1"
"3997","GAS2L2","growth arrest specific 2 like 2",427821,"XP_004946562.1"
"3998","GAS2L3","growth arrest specific 2 like 3",417931,"NP_001264292.1"
"3999","GAS6","growth arrest specific 6",418737,"XP_015133395.1"
"4000","GAS7","growth arrest specific 7",417305,"XP_015150703.1"
"4001","GAS8","growth arrest specific 8",415858,"NP_001264546.1"
"4002","GATA2","GATA binding protein 2",416018,"NP_001003797.1"
"4003","GATA2","GATA binding protein 2",416018,"XP_015148566.1"
"4004","GATA4","GATA binding protein 4",396392,"XP_004935953.1"
"4005","GATA5","GATA binding protein 5",396391,"NP_990752.2"
"4006","GATA6","GATA binding protein 6",396390,"NP_990751.1"
"4007","GATAD1","GATA zinc finger domain containing 1",420551,"NP_001264427.1"
"4008","GATAD2A","GATA zinc finger domain containing 2A",420109,"NP_001012570.2"
"4009","GATAD2A","GATA zinc finger domain containing 2A",420109,"XP_015155528.1"
"4010","GATAD2B","GATA zinc finger domain containing 2B",426098,"XP_015128637.1"
"4011","GATB","glutamyl-tRNA amidotransferase subunit B",422480,"XP_420446.1"
"4012","GATM","glycine amidinotransferase",395504,"NP_990076.1"
"4013","GBA2","glucosylceramidase beta 2",100859407,"XP_003642968.1"
"4014","GBE1","1,4-alpha-glucan branching enzyme 1",427964,"XP_015153910.1"
"4015","GBF1","golgi brefeldin A resistant guanine nucleotide exchange factor 1",423758,"XP_015143948.1"
"4016","GBGT1","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)",417163,"NP_001025854.1"
"4017","GBX2","gastrulation brain homeobox 2",395950,"NP_990399.1"
"4018","GC","GC vitamin D binding protein",395696,"NP_990213.1"
"4019","GCC1","GRIP and coiled-coil domain containing 1",430581,"NP_001026760.1"
"4020","GCC2","GRIP and coiled-coil domain containing 2",428014,"XP_004938579.1"
"4021","GCDH","glutaryl-CoA dehydrogenase",771098,"XP_015155687.1"
"4022","GCG","glucagon",396196,"NP_001177094.1"
"4023","GCGR","glucagon receptor",425670,"NP_001094505.1"
"4024","GCH1","GTP cyclohydrolase 1",396146,"NP_990554.1"
"4025","GCHFR","GTP cyclohydrolase I feedback regulator",423003,"NP_001186451.1"
